numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	cdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_transacciones	mautoservicio	ctarjeta_visa	ctarjeta_visa_transacciones	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_transacciones	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mttarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_transacciones	thomebanking	chomebanking_transacciones	ccajas_transacciones	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	pos	cluster2
63912372	202102	1	0	0	65	214	2349.99	24733.47	2173.46	56.28	94.22	8	1	1	0	0	2	6932.21	0	5.26	1	6500.19	2	0	0	2	2	2230.56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1520.71	0	0	0	0	0	0	0	0	0	0	0	0	1	2328.21	6	2173.46	0	0	0	0	0	2	10557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	32	0	1	0	0	1399942.65	-729		0	0	0			1555491.84			4	0			5500				0	0	0	1399942.65	-2914209		1483.32	1739.93	0	2230.56	0	1555491.84	0	0	4	1739.93	0	0	4130	2230.56	2	0	0	BAJA+2	1	3
63915056	202012	1	0	0	51	231	1327.95	9673.61	1364.11	-103.11	72.28	6	1	1	0	-69.23	2	2044.15	0	0.98	1	-847.11	1	0	0	1	3	5372.85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5372.85	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	6	1364.11	0	0	0	0	0	1	7038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	26	0	0	0	0	31671	-637		193.2	193.2	0	0	0	35190	0	0	1	0.12	-0.12	0	5576	0	0	0	187.68	0	0	31671	-1002		4580.44	5372.85	0	5372.85	0	35190	0	0	1	5677.67	-5677.67	0	5576	5372.85	3	0	211.14	BAJA+2	1	3
63922103	202103	1	0	0	66	234	3427.16	61303.26	3117.03	-15.45	279.84	11	1	1	0	0	2	18605.56	0	0	1	9068.87	2	1	116.12	1	5	3295.89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	3	366.38	1	1008.78	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	23	3117.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	15835.5	-1125		0	0	0	0	0	17595	0	0	1	0	-1405.5	0	3993	0	0	0	0	0	0	88678.8	-1370		2893.28	3393.81	0	3295.89	0	98532	0	0	1	0	-7697.14	9.48	5224	3295.89	5	0	222.87	BAJA+2	1	3
63927818	202104	1	0	0	57	235	1530.87	15769.04	1605.86	-172.52	108.59	6	1	1	0	-40.84	2	7673.71	0	508.09	1	479.11	1	0	0	1	1	1170.21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1170.21	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	4	1605.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	253368	-456		0	0	0			281520			2	0			6142				0	0	0	177357.6	-943		1009.6	1184.26	0	1170.21	0	197064	0	0	2	0	-18447.1	0	7113	1170.21	1	0	58.65	BAJA+2	1	3
63927828	202105	1	0	0	43	236	39.53	1624.56	14.76	-35.81	56.92	7	1	1	0	-211.5	2	1271.09	0	0	1	0.5	1	0	0	1	2	3051.57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	586.5	0	0	0	0	0	0	0	0	4	14.76	0	0	0	0	0	2	5513.1	3	5023.95	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	30	0	1	0	0	1372185.66	-517		-2.07	-2.07	0			1524650.73			5	0			7165				0	0	0	1367976.06	-517		2632.73	3088.19	0	3051.57	0	1519973.4	0	0	12	3088.19	0	0	7165	3051.57	2	0	152.49	BAJA+2	1	3
63933592	202010	1	0	0	65	229	-2774.66	28206.25	322.01	-17.4	-2622.56	9	1	1	0	0	4	8144.88	0	979692.09	1	995893.51	1	0	0	1	1	997.05	1	0	0	0	0	0	0	0	0	2	821100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	31.77	1	997.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	322.01	0	0	0	0	0	0	0	1	4692	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	26	1	0	0	0	177357.6	-1794		0	0	0			197064			10	0			5527				0	0	0	126684	-2067		1037.55	1217.04	0	997.05	0	140760	0	0	10	0	-997.05	0	5625	997.05	1	0	258.06	BAJA+2	1	3
63969349	202009	1	0	1	61	228	898.94	18462.84	144.26	603.17	40.2	8	1	1	0	-815.42	2	2484.47	0	0	1	-1568.86	4	0	0	1	1	31.77	1	1	521.98	1	111104.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2513.73	0	0	0	0	1	31.77	1	521.98	0	0	0	0	0	0	0	0	0	0	0	0	8	144.26	0	0	0	0	0	3	39991.08	0	0	4	35190	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	4	35190	0	0	32	0	0	0	0	63342	-487		528.24	528.24	0	521.98	0	70380	0	0	0	0	-459.39	0	1354	521.98	1	0	23.46	0	0	63342	-1948		27.42	32.16	0	31.77	0	70380	0	0	0	0	-32.16	0	1354	31.77	1	0	0	BAJA+2	1	3
63993747	202105	0	0	0	42	24	2196.09	16042.88	1592.2	514.82	0	6	1	1	0	-21969.43	2	0	0	0	1	-24119.8	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	2	1592.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76010.4	-1125		0	0	0			84456			5	0			714				0	0	0	101347.2	-1490		0	0	0			112608			5	0			714				0	BAJA+2	1	6
63998741	202105	1	0	0	48	236	-2736.7	12407.88	118.17	-3321.85	888.02	9	1	1	0	-3903.54	2	0	0	761.91	1	-2817.29	1	0	0	1	12	26152.42	1	9	5460.83	0	0	0	0	0	0	0	0	0	0	0	0	2	204829.17	0	0	0	0	0	0	0	0	0	0	0	9	17246.18	6	933.8	0	0	0	0	0	0	0	0	0	0	0	0	8	118.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	31671	-456		9513.56	9513.56	0	2220.73	0	35190	0	0	26	1158.52	0	0	6513	2220.73	7	0	785.91	0	0	63342	-1248		52554.24	61646.12	0	17246.18	0	70380	0	0	5	0	-2768.28	0	4981	17246.18	9	0	4703.73	BAJA+2	1	3
64006449	202105	1	0	0	41	157	3521.89	22881.66	3022.15	249.42	176.62	8	1	1	0	-293.37	2	1290.93	0	1.11	1	-3030.53	2	2	9395.73	1	15	18228.56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2346.57	0	0	0	0	2	1526.78	0	0	0	0	0	0	1	2505.95	12	3022.15	0	0	0	0	0	5	5060.32	9	18416.1	1	1759.5	0	0	0	0	0	0	0	0	1	1	1	195	0	0	0	0	0	0	0	1	1759.5	109	0	1	0	0	354715.2	-698		0	0	0			394128			5	0			4432				0	0	0	506736	-1095		15829.57	18568.08	0	14398.12	3.02	563040	0	0	5	0	-17447.09	1	4019	14398.12	12	0	1184.73	BAJA+2	1	7
64006617	202101	1	0	0	43	79	-4319.03	-3708.95	807.03	-5122.46	752.41	7	1	1	0	0	2	1.24	0	2.05	1	3.29	3	0	0	1	5	15147.26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	0	0	0	2	807.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	493630.3	-1307		0	0	0			548557.67			4	0			522				0	0	0	493630.3	-667		12990.75	15238.14	0	7953.22	0	548557.67	0	0	4	0	0	0	2280	7953.22	2	0	715.53	BAJA+2	1	3
64012242	202011	1	0	0	39	114	2373.38	18369.93	2453.16	-17.77	-50.24	7	1	1	0	-105.17	2	1903.02	0	0	1	3985.74	1	0	0	1	3	718.18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	200.7	0	0	0	0	0	0	0	0	0	0	0	0	1	2626.15	6	2453.16	0	0	0	0	0	2	12903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	24	0	0	0	0	457910.03	-1430		0	0	0			508862.73			5	0			420				0	0	0	549473.07	-2037		612.26	718.18	0	718.18	0	610578.34	0	0	5	821.1	-5154.2	1.16	3470	718.18	3	0	23.46	BAJA+2	1	3
64013328	202012	1	0	0	38	231	1402.25	17522.98	1308.76	-294.22	373.92	7	1	1	0	0	2	6502.72	0	0	1	12212.5	1	0	0	1	5	23249.54	1	2	1387.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1387.99	0	0	0	0	0	0	0	0	0	0	1	818.96	8	1308.76	0	0	0	0	0	3	12775.14	3	20292.9	0	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	55	0	1	0	0	253368	-849		1387.99	1387.99	0	1387.99	0	281520	0	0	1	0	0	0	2108	1387.99	2	0	46.92	0	0	177357.6	-1429		19820.58	23249.54	0	22635.26	0	197064	0	0	1	6433.98	-6433.98	0	1130	22635.26	4	0	961.86	BAJA+2	1	3
64014710	202008	1	0	1	53	49	269.42	2550.68	40.03	131.21	64.35	7	1	1	0	-447.41	2	3684.14	0	0.86	1	29834.23	1	9	2992.99	1	0	0	1	5	4048.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	39352.97	0	0	0	0	0	0	0	0	0	0	1	355.66	0	0	0	0	0	0	0	0	6	40.03	0	0	0	0	0	0	0	1	9476.66	0	0	0	0	0	0	0	0	0	0	0	0	1	81	0	0	0	0	0	0	0	0	0	74	0	0	0	0	253368	-729		8482.59	8482.59	0	548.38	0	281520	0	0	5	0	-11331.18	0	1520	548.38	2	0	2627.52	0	0	253368	-1307		0	0	0			281520			5	0			908				0	BAJA+2	1	1
64017957	202006	0	0	0	49	34	0	0	0	0	0	7	1	1	0	2271.44	2	322834.37	0	6613.15	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	241110.15	0	0	0	0	0	0	0	0	0	0	1	728.73	0	0	0	0	0	0	0	0	0	0	1	0	0	1	234.6	6	288336.3	7	121059.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	1024530.45	-91		0	0	0	0	0	1138367.17	0	0	-1	0	-278.97	0	1034	0	0	0	0	0	0	1024530.45	-91		37901.62	44458.6	0	25494.58	8.39	1138367.17	0	0	-1	0	-55559.33	0	1034	25494.58	27	0	5266.77	BAJA+2	1	3
64041387	202009	1	0	1	64	139	216.14	5374.76	194.57	-131.5	149.89	6	1	1	0	0	2	1688.99	0	28.59	1	186.41	1	0	0	1	7	16262.98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	194.57	0	0	0	0	0	1	11612.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	0	18	1	2	0	0	126684	-852		0	0	0			140760			0	0			2094				0	0	0	126684	-1094		13442.27	15767.78	0	13933.99	0	140760	0	0	0	0	-11528.22	0	4027	13933.99	5	0	175.95	BAJA+2	1	3
64044950	202102	1	0	0	68	233	1259.22	1771.99	1244.44	6.56	6.04	7	1	1	0	-72.71	2	297.06	0	964.08	1	750.03	1	0	0	1	2	688.66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	69.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	6	1244.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	88678.8	-639		0	0	0			98532			-3	0			1571				0	0	0	202694.4	-1491		594.15	696.93	0	688.66	0	225216	0	0	4	0	-348.46	0	2943	688.66	2	0	35.19	BAJA+2	1	3
64059765	202105	1	0	0	62	236	2174.08	24144.64	1813.62	51.74	255.56	7	1	1	0	0	2	19060.83	0	38.87	1	13236.24	2	0	0	1	2	6175.57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3180.69	1	694.41	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	8	1813.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	60	0	0	0	0	12668.4	-517		0.04	0.04	0			14076			26	0			4976				0	0	0	44339.4	-2070		10447.55	12254.97	0	694.41	0	49266	0	0	26	7807.99	-938.4	0	7085	694.41	1	0	1266.84	BAJA+2	1	3
64063002	202010	1	0	0	40	229	791.86	10171.45	-190.21	0	837.24	5	1	1	0	0	3	51656.33	934.38	18421.75	0	33860.47	1	14	36126.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	739.34	0	0	0	0	0	0	0	0	8	-190.21	0	0	0	0	0	3	44749.95	4	527079.33	3	11143.5	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	3	11143.5	66	0	1																																													BAJA+2	1	2
64089699	202006	0	0	0	61	224	0	0	0	0	0	10	1	1	0	-10263.42	2	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	253368	-1156	22	1947.02	1947.02	0	679.41	0	281520	0	0	-1	0	0	0	2890	679.41	1	0	211.14	0	0	253368	-1217		0	0	0			281520			-1	0			6819				0	BAJA+2	1	5
64112547	202006	0	0	0	42	150	0	0	0	0	0	4	1	1	0	-12404.6	2	0	0	130.57	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																													BAJA+2	1	4
64144791	202102	1	0	0	63	232	1357.91	2968.51	1225.04	86.06	27.21	6	1	1	0	-9.68	2	2278.45	0	0	1	-67.84	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3350.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	2	1225.04	0	0	0	0	0	1	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	63342	-2131		0	0	0			70380			-3	0			2272				0	0	0	63342	-1004		0	0	0			70380			4	0			5590				0	BAJA+2	1	1
64163109	202006	0	0	0	39	224	0	0	0	0	0	5	1	1	0	0	3	0	0.15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0																																													BAJA+2	1	2
64168942	202007	1	0	1	40	225	1317.45	28937.59	1225.04	78.78	0	6	1	1	0	-2624.16	2	0	0	50.89	1	-4140.76	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	2	1225.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	63342	-1491		0	0	0			70380			2	0			4737				0	0	0	63342	-242		0	0	0			70380			9	0			5252				0	BAJA+2	1	1
64172890	202006	0	0	0	52	118	0	0	0	0	0	8	1	1	0	-3609.08	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0																																													BAJA+2	1	4
64176147	202101	1	0	0	50	231	9335.94	66670.44	1670.32	6143.17	391.88	8	1	1	0	-1220.69	2	9747.64	0	0	1	-5759.26	1	3	4722.67	1	7	17761.65	1	3	2002.08	2	136396.19	0	0	0	0	0	0	0	0	0	0	3	12049.05	0	0	0	0	0	0	0	0	0	0	0	2	9586.75	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	8	1670.32	0	0	0	0	0	2	49478.54	3	8445.6	0	0	0	0	0	0	0	0	0	0	0	0	1	91	0	0	0	0	0	0	0	0	0	85	0	1	0	0	88678.8	-1580		72004.74	72004.74	0	963.2	0	98532	0	0	4	0	-18803.19	0	4638	963.2	2	0	23612.49	0	0	88678.8	-1245		86964.75	102009.65	0	14288.11	0	98532	0	0	4	25442.37	-23718.06	0	6066	14288.11	5	0	25442.37	BAJA+2	1	7
64189106	202011	1	0	0	69	229	215.94	11257.63	390.28	-165.11	16.49	7	1	1	0	-19.71	2	2375.31	0	1.91	1	286.85	1	0	0	1	1	63.45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	390.28	0	0	0	0	0	4	55210.78	12	74364.88	0	0	0	0	0	0	0	0	0	0	1	6	1	96	0	0	0	0	0	0	0	0	0	54	1	1	0	0	202694.4	-1307		0	0	0			225216			5	0			537				0	0	0	202694.4	-2160		244.55	286.85	0	63.45	0	225216	0	0	12	286.85	-11246.33	0	5537	63.45	1	0	222.87	BAJA+2	1	1
64193073	202105	1	0	0	66	235	2936.28	25545.96	2233.28	593.91	5.41	5	1	1	0	-20834.38	2	0	0	47.75	1	-24289.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	6	2233.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0																																													BAJA+2	1	6
64193133	202104	1	0	0	63	153	1132.48	13348.21	931.63	-1417.03	1588.26	7	1	1	0	0	4	75687.48	0	11029.96	1	139936.62	2	2	5583.31	1	28	50743.34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	70.49	21	31850.86	0	0	0	0	2	10290.36	0	0	0	0	0	0	0	0	9	931.63	0	0	0	0	0	3	124338	5	154371.49	1	17595	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	1	17595	154	1	1	0	0	518216.73	-760		0	0	0			588189.7			2	0			2174				0	0	0	635130.82	-943		44061.22	51683.81	0	40670.66	1.78	705761.84	0	0	2	0	-45639.47	0	4546	40670.66	25	0	4879.68	BAJA+2	1	7
64201611	202105	1	0	0	69	236	479.1	1.38	1793.25	-1321.27	200.93	10	1	1	0	0	2	11048.82	0	1.11	1	14045.6	2	0	0	1	17	16403.49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	442.83	5	4470.9	0	0	0	0	1	1266.84	0	0	0	0	0	0	1	1774.04	8	1793.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	131	0	0	0	0	0	0	0	0	0	54	0	0	0	0	101347.2	-486		0	0	0			112608			12	0			6479				0	0	0	126684	-882		14151.57	16599.79	0	5465.6	0	140760	0	0	5	0	-21288.51	0	7175	5465.6	6	0	4656.81	BAJA+2	1	7
64207364	202008	1	0	1	48	68	1366.29	15854.92	1212.3	0	131.28	6	1	1	0	0	2	8395.31	0	4557.44	1	6853.17	1	8	7771.32	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1418.15	0	0	0	0	0	0	5	5465.37	0	0	0	0	0	0	1	1364.94	8	1212.3	0	0	0	0	0	5	38599.57	1	22416.03	5	39101.95	0	0	0	0	0	0	0	0	0	0	1	148	0	0	0	0	0	4	37342.45	1	1759.5	149	1	85	0	0	88678.8	-1368		0	0	0			98532			5	0			1554				0	0	0	126684	-152		0	0	0			140760			26	0			2051				0	BAJA+2	1	1
64232206	202104	1	0	0	45	235	3003.56	35582.13	2262.54	13.49	618.24	6	1	1	0	-594.81	4	48713.32	0	55012.66	1	107582.8	2	2	4539.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3079.3	0	0	0	0	0	1	49812.77	0	0	3	5357.95	0	0	0	0	0	0	2	2839.72	0	0	0	0	0	0	1	2505.95	6	2262.54	0	0	0	0	0	3	56029.67	6	48236.1	2	17595	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	0	2	17595	0	0	59	0	0																																													BAJA+2	1	2
64245826	202101	1	0	0	54	231	1791.99	25210.62	1741.57	6.79	36.19	7	1	1	0	-289.7	2	2598.85	0	61456.93	1	59868.62	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21057.78	0	0	0	0	0	0	2	1758.01	0	0	0	0	0	0	1	1928.17	4	1741.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	1	0	0	177357.6	-1429		0	0	0			197064			4	0			426				0	0	0	177357.6	-1794		0	0	0			197064			4	0			426				0	BAJA+2	1	1
64246724	202007	1	0	1	50	68	2701.28	21140.07	1793.17	332.98	441.2	7	1	1	0	0	2	29313.18	0	0	1	24984.64	1	0	0	1	1	16777.51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1928.17	4	1793.17	0	0	0	0	0	1	18768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	12	0	0	0	0	354715.2	-941		0	0	0			394128			9	0			2005				0	0	0	506736	-941		14303.08	16777.51	0	0	0	563040	0	0	9	0	-16777.51	0	2005	0	0	0	668.61	BAJA+2	1	3
64247484	202012	1	0	0	77	230	984.53	11734.01	966.99	-43.19	58.14	8	1	1	0	-2293.56	2	1474.3	0	0	1	3458.4	1	0	0	1	7	3306.68	1	1	521.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	69.81	7	3306.68	1	521.98	0	0	0	0	0	0	0	0	0	0	1	682.47	12	966.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	202694.4	-576		528.24	528.24	0	521.98	0	225216	0	0	1	528.24	-528.24	0	3810	521.98	1	0	23.46	0	0	253368	-1825		2852.83	3346.36	0	3306.68	0	281520	0	0	8	0	-3346.36	0	4784	3306.68	7	0	164.22	BAJA+2	1	3
